Strain,Sex,DOB,Cage,Animal,Tx,Exp_Date,Exp_Type,Group,Box,Trial,CS_Time
C57BL/6J,F,1/1/2022,65,R2,SCFE,22-04-17,FC2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,1/1/2022,65,L1,SCFE,22-04-18,E1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,1/1/2022,65,L2,SCFE,22-04-18,E1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,1/1/2022,65,R1,SCFE,22-04-18,E1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,1/1/2022,65,R2,SCFE,22-04-18,E1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,1/1/2022,65,L1,SCFE,22-04-19,E2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,1/1/2022,65,L2,SCFE,22-04-19,E2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,1/1/2022,65,R1,SCFE,22-04-19,E2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,1/1/2022,65,R2,SCFE,22-04-19,E2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,1/1/2022,65,L1,SCFE,22-04-20,E3,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,1/1/2022,65,L2,SCFE,22-04-20,E3,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,1/1/2022,65,R1,SCFE,22-04-20,E3,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,1/1/2022,65,R2,SCFE,22-04-20,E3,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,1/1/2022,65,L1,SCFE,22-04-22,ER,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,1/1/2022,65,L2,SCFE,22-04-22,ER,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,1/1/2022,65,R1,SCFE,22-04-22,ER,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,1/1/2022,65,R2,SCFE,22-04-22,ER,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,1/1/2022,65,L1,SCFE,22-05-20,SR,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,F,1/1/2022,65,L2,SCFE,22-05-20,SR,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,F,1/1/2022,65,R1,SCFE,22-05-20,SR,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,F,1/1/2022,65,R2,SCFE,22-05-20,SR,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,77,L1,SCFE,22-04-16,FC1,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,M,1/1/2022,77,L2,SCFE,22-04-16,FC1,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,M,1/1/2022,77,R1,SCFE,22-04-16,FC1,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,M,1/1/2022,77,R2,SCFE,22-04-16,FC1,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,M,1/1/2022,77,L1,SCFE,22-04-17,FC2,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,M,1/1/2022,77,L2,SCFE,22-04-17,FC2,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,M,1/1/2022,77,R1,SCFE,22-04-17,FC2,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,M,1/1/2022,77,R2,SCFE,22-04-17,FC2,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,M,1/1/2022,77,L1,SCFE,22-04-18,E1,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,M,1/1/2022,77,L2,SCFE,22-04-18,E1,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,M,1/1/2022,77,R1,SCFE,22-04-18,E1,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,M,1/1/2022,77,R2,SCFE,22-04-18,E1,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,M,1/1/2022,77,L1,SCFE,22-04-19,E2,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,M,1/1/2022,77,L2,SCFE,22-04-19,E2,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,M,1/1/2022,77,R1,SCFE,22-04-19,E2,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,M,1/1/2022,77,R2,SCFE,22-04-19,E2,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,M,1/1/2022,77,L1,SCFE,22-04-20,E3,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,M,1/1/2022,77,L2,SCFE,22-04-20,E3,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,M,1/1/2022,77,R1,SCFE,22-04-20,E3,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,M,1/1/2022,77,R2,SCFE,22-04-20,E3,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,M,1/1/2022,77,L1,SCFE,22-04-22,ER,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,M,1/1/2022,77,L2,SCFE,22-04-22,ER,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,M,1/1/2022,77,R1,SCFE,22-04-22,ER,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,M,1/1/2022,77,R2,SCFE,22-04-22,ER,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,M,1/1/2022,77,L1,SCFE,22-05-20,SR,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,M,1/1/2022,77,L2,SCFE,22-05-20,SR,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,M,1/1/2022,77,R1,SCFE,22-05-20,SR,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,M,1/1/2022,77,R2,SCFE,22-05-20,SR,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,M,1/1/2022,78,L1,SCFE,22-04-16,FC1,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,1/1/2022,78,L2,SCFE,22-04-16,FC1,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,1/1/2022,78,R1,SCFE,22-04-16,FC1,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,1/1/2022,78,R2,SCFE,22-04-16,FC1,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,1/1/2022,78,L1,SCFE,22-04-17,FC2,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,1/1/2022,78,L2,SCFE,22-04-17,FC2,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,1/1/2022,78,R1,SCFE,22-04-17,FC2,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,1/1/2022,78,R2,SCFE,22-04-17,FC2,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,1/1/2022,78,L1,SCFE,22-04-18,E1,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,1/1/2022,78,L2,SCFE,22-04-18,E1,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,1/1/2022,78,R1,SCFE,22-04-18,E1,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,1/1/2022,78,R2,SCFE,22-04-18,E1,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,1/1/2022,78,L1,SCFE,22-04-19,E2,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,1/1/2022,78,L2,SCFE,22-04-19,E2,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,1/1/2022,78,R1,SCFE,22-04-19,E2,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,1/1/2022,78,R2,SCFE,22-04-19,E2,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,1/1/2022,78,L1,SCFE,22-04-20,E3,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,1/1/2022,78,L2,SCFE,22-04-20,E3,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,1/1/2022,78,R1,SCFE,22-04-20,E3,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,1/1/2022,78,R2,SCFE,22-04-20,E3,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,1/1/2022,78,L1,SCFE,22-04-22,ER,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,1/1/2022,78,L2,SCFE,22-04-22,ER,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,1/1/2022,78,R1,SCFE,22-04-22,ER,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,1/1/2022,78,R2,SCFE,22-04-22,ER,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,1/1/2022,78,L1,SCFE,22-05-20,SR,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,1/1/2022,78,L2,SCFE,22-05-20,SR,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,1/1/2022,78,R1,SCFE,22-05-20,SR,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,1/1/2022,78,R2,SCFE,22-05-20,SR,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,7/20/2021,8,1,SCFE,22-04-23,FC1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,7/20/2021,8,2,SCFE,22-04-23,FC1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,7/20/2021,8,3,SCFE,22-04-23,FC1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,7/20/2021,8,4,SCFE,22-04-23,FC1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,7/20/2021,8,1,SCFE,22-04-24,FC2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,7/20/2021,8,2,SCFE,22-04-24,FC2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,7/20/2021,8,3,SCFE,22-04-24,FC2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,7/20/2021,8,4,SCFE,22-04-24,FC2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,7/20/2021,8,1,SCFE,22-04-25,E1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,7/20/2021,8,2,SCFE,22-04-25,E1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,7/20/2021,8,3,SCFE,22-04-25,E1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,7/20/2021,8,4,SCFE,22-04-25,E1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,7/20/2021,8,1,SCFE,22-04-26,E2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,7/20/2021,8,2,SCFE,22-04-26,E2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,7/20/2021,8,3,SCFE,22-04-26,E2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,7/20/2021,8,4,SCFE,22-04-26,E2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,7/20/2021,8,1,SCFE,22-04-27,E3,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,7/20/2021,8,2,SCFE,22-04-27,E3,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,7/20/2021,8,3,SCFE,22-04-27,E3,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,7/20/2021,8,4,SCFE,22-04-27,E3,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,7/20/2021,8,1,SCFE,22-04-29,ER,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,7/20/2021,8,2,SCFE,22-04-29,ER,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,7/20/2021,8,3,SCFE,22-04-29,ER,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,7/20/2021,8,4,SCFE,22-04-29,ER,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,7/15/2021,9,1,SCFE,22-04-23,FC1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,7/15/2021,9,2,SCFE,22-04-23,FC1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,7/15/2021,9,3,SCFE,22-04-23,FC1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,7/15/2021,9,4,SCFE,22-04-23,FC1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,7/15/2021,9,1,SCFE,22-04-24,FC2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,7/15/2021,9,2,SCFE,22-04-24,FC2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,7/15/2021,9,3,SCFE,22-04-24,FC2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,7/15/2021,9,4,SCFE,22-04-24,FC2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,7/15/2021,9,1,SCFE,22-04-25,E1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,7/15/2021,9,2,SCFE,22-04-25,E1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,7/15/2021,9,3,SCFE,22-04-25,E1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,7/15/2021,9,4,SCFE,22-04-25,E1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,7/15/2021,9,1,SCFE,22-04-26,E2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,7/15/2021,9,2,SCFE,22-04-26,E2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,7/15/2021,9,3,SCFE,22-04-26,E2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,7/15/2021,9,4,SCFE,22-04-26,E2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,7/15/2021,9,1,SCFE,22-04-27,E3,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,7/15/2021,9,2,SCFE,22-04-27,E3,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,7/15/2021,9,3,SCFE,22-04-27,E3,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,7/15/2021,9,4,SCFE,22-04-27,E3,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,7/15/2021,9,1,SCFE,22-04-29,ER,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,7/15/2021,9,2,SCFE,22-04-29,ER,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,7/15/2021,9,3,SCFE,22-04-29,ER,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,7/15/2021,9,4,SCFE,22-04-29,ER,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,2/8/2021,26,1,SCFE,22-04-23,FC1,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,2/8/2021,26,2,SCFE,22-04-23,FC1,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,2/8/2021,26,1,SCFE,22-04-24,FC2,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,2/8/2021,26,2,SCFE,22-04-24,FC2,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,2/8/2021,26,1,SCFE,22-04-25,E1,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,2/8/2021,26,2,SCFE,22-04-25,E1,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,2/8/2021,26,1,SCFE,22-04-26,E2,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,2/8/2021,26,2,SCFE,22-04-26,E2,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,2/8/2021,26,1,SCFE,22-04-27,E3,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,2/8/2021,26,2,SCFE,22-04-27,E3,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,2/8/2021,26,1,SCFE,22-04-29,ER,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,2/8/2021,26,2,SCFE,22-04-29,ER,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,7/15/2021,30,1,SCFE,22-04-23,FC1,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,7/15/2021,30,2,SCFE,22-04-23,FC1,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,7/15/2021,30,1,SCFE,22-04-24,FC2,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,7/15/2021,30,2,SCFE,22-04-24,FC2,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,7/15/2021,30,1,SCFE,22-04-25,E1,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,7/15/2021,30,2,SCFE,22-04-25,E1,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,7/15/2021,30,1,SCFE,22-04-26,E2,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,7/15/2021,30,2,SCFE,22-04-26,E2,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,7/15/2021,30,1,SCFE,22-04-27,E3,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,7/15/2021,30,2,SCFE,22-04-27,E3,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,7/15/2021,30,1,SCFE,22-04-29,ER,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,7/15/2021,30,2,SCFE,22-04-29,ER,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,1/1/2022,79,L1,SCFE,22-05-10,FC1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,79,L2,SCFE,22-05-10,FC1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,79,R1,SCFE,22-05-10,FC1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,79,R2,SCFE,22-05-10,FC1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,79,L1,SCFE,22-05-11,FC2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,79,L2,SCFE,22-05-11,FC2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,79,R1,SCFE,22-05-11,FC2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,79,R2,SCFE,22-05-11,FC2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,79,R1,SCFE,22-05-12,E1,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,79,R2,SCFE,22-05-12,E1,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,79,L1,SCFE,22-05-12,E1,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,79,L2,SCFE,22-05-12,E1,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,79,L1,SCFE,22-05-13,E2,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,79,L2,SCFE,22-05-13,E2,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,79,R1,SCFE,22-05-13,E2,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,79,R2,SCFE,22-05-13,E2,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,79,L1,SCFE,22-05-14,E3,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,79,L2,SCFE,22-05-14,E3,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,79,R1,SCFE,22-05-14,E3,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,79,R2,SCFE,22-05-14,E3,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,79,L1,SCFE,22-05-16,ER,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,79,L2,SCFE,22-05-16,ER,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,79,R1,SCFE,22-05-16,ER,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,79,R2,SCFE,22-05-16,ER,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,79,L1,SCFE,22-06-13,SR,6CS_CSUS_50,Chamber 1,1,10
C57BL/6J,M,1/1/2022,79,L2,SCFE,22-06-13,SR,6CS_CSUS_50,Chamber 2,1,10
C57BL/6J,M,1/1/2022,79,R1,SCFE,22-06-13,SR,6CS_CSUS_50,Chamber 3,1,10
C57BL/6J,M,1/1/2022,79,R2,SCFE,22-06-13,SR,6CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,80,L1,SCFE,22-05-10,FC1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,80,L2,SCFE,22-05-10,FC1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,80,R1,SCFE,22-05-10,FC1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,80,R2,SCFE,22-05-10,FC1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,80,L1,SCFE,22-05-11,FC2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,80,L2,SCFE,22-05-11,FC2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,80,R1,SCFE,22-05-11,FC2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,80,R2,SCFE,22-05-11,FC2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,80,R1,SCFE,22-05-12,E1,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,80,R2,SCFE,22-05-12,E1,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,80,L1,SCFE,22-05-12,E1,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,80,L2,SCFE,22-05-12,E1,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,80,L1,SCFE,22-05-13,E2,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,80,L2,SCFE,22-05-13,E2,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,80,R1,SCFE,22-05-13,E2,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,80,R2,SCFE,22-05-13,E2,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,80,L1,SCFE,22-05-14,E3,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,80,L2,SCFE,22-05-14,E3,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,80,R1,SCFE,22-05-14,E3,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,80,R2,SCFE,22-05-14,E3,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,80,L1,SCFE,22-05-16,ER,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,80,L2,SCFE,22-05-16,ER,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,80,R1,SCFE,22-05-16,ER,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,80,R2,SCFE,22-05-16,ER,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,M,1/1/2022,80,L1,SCFE,22-06-13,SR,3CS_CSUS_100,Chamber 1,2,10
C57BL/6J,M,1/1/2022,80,L2,SCFE,22-06-13,SR,3CS_CSUS_100,Chamber 2,2,10
C57BL/6J,M,1/1/2022,80,R1,SCFE,22-06-13,SR,3CS_CSUS_100,Chamber 3,2,10
C57BL/6J,M,1/1/2022,80,R2,SCFE,22-06-13,SR,3CS_CSUS_100,Chamber 4,2,10
C57BL/6J,F,1/1/2022,66,L1,SCFE,22-05-10,FC1,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,66,L2,SCFE,22-05-10,FC1,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,66,R1,SCFE,22-05-10,FC1,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,66,R2,SCFE,22-05-10,FC1,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,66,L1,SCFE,22-05-11,FC2,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,66,L2,SCFE,22-05-11,FC2,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,66,R1,SCFE,22-05-11,FC2,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,66,R2,SCFE,22-05-11,FC2,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,66,L1,SCFE,22-05-12,E1,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,66,L2,SCFE,22-05-12,E1,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,66,R1,SCFE,22-05-12,E1,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,66,R2,SCFE,22-05-12,E1,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,66,L1,SCFE,22-05-13,E2,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,66,L2,SCFE,22-05-13,E2,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,66,R1,SCFE,22-05-13,E2,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,66,R2,SCFE,22-05-13,E2,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,66,L1,SCFE,22-05-14,E3,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,66,L2,SCFE,22-05-14,E3,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,66,R1,SCFE,22-05-14,E3,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,66,R2,SCFE,22-05-14,E3,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,66,L1,SCFE,22-05-16,ER,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,66,L2,SCFE,22-05-16,ER,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,66,R1,SCFE,22-05-16,ER,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,66,R2,SCFE,22-05-16,ER,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,66,L1,SCFE,22-06-13,SR,6CS_CSUS_50,Chamber 1,3,25
C57BL/6J,F,1/1/2022,66,L2,SCFE,22-06-13,SR,6CS_CSUS_50,Chamber 2,3,25
C57BL/6J,F,1/1/2022,66,R1,SCFE,22-06-13,SR,6CS_CSUS_50,Chamber 3,3,25
C57BL/6J,F,1/1/2022,66,R2,SCFE,22-06-13,SR,6CS_CSUS_50,Chamber 4,3,25
C57BL/6J,F,1/1/2022,67,L1,SCFE,22-05-10,FC1,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,67,L2,SCFE,22-05-10,FC1,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,67,R1,SCFE,22-05-10,FC1,3CS_CSUS_100,Chamber 3,4,25
C57BL/6J,F,1/1/2022,67,R2,SCFE,22-05-10,FC1,3CS_CSUS_100,Chamber 4,4,25
C57BL/6J,F,1/1/2022,67,L1,SCFE,22-05-11,FC2,3CS_CSUS_100,Chamber 1,4,25
C57BL/6J,F,1/1/2022,67,L2,SCFE,22-05-11,FC2,3CS_CSUS_100,Chamber 2,4,25
C57BL/6J,F,1/1/2022,67,R1,SCFE,22-05-11,FC2,3CS_CSUS_100,Chamber 3,4,25
